sex,ageband_at_study_entry,Dose,type_vax,Period,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM1_narrow_b,DM1_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,PERICARD_narrow_b,PERICARD_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_narrow_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,CHILBLAIN_narrow_b,CHILBLAIN_broad_b,MISCC_narrow_b,MISCC_broad_b,MIS_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,VTE_narrow_b,VTE_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_broad_b,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM1_narrow,lb_DM1_narrow,ub_DM1_narrow,IR_DM1_broad,lb_DM1_broad,ub_DM1_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_broad,lb_PERICARD_broad,ub_PERICARD_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_narrow,lb_MENINGOENC_narrow,ub_MENINGOENC_narrow,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_CHILBLAIN_narrow,lb_CHILBLAIN_narrow,ub_CHILBLAIN_narrow,IR_CHILBLAIN_broad,lb_CHILBLAIN_broad,ub_CHILBLAIN_broad,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_MISCC_narrow,lb_MISCC_narrow,ub_MISCC_narrow,IR_MISCC_broad,lb_MISCC_broad,ub_MISCC_broad,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP
0,80+,0,0,0,0,1,0,4,3,3,2,3,6,6,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,31,0,0,1,3,1,4,2,2,0,0,0,2720.13,750.79,19.01,4183.11,0,0,2720.13,3088.21,841.43,7907.04,2340.45,482.66,6839.78,2377.62,490.32,6948.41,1485.12,179.85,5364.76,2332.18,480.95,6815.61,4705.92,1726.99,10242.81,4705.92,1726.99,10242.81,0,0,2720.13,0,0,2720.13,0,0,2720.13,0,0,2720.13,739.3,18.72,4119.1,2240.66,462.08,6548.16,1476.56,178.82,5333.85,1476.56,178.82,5333.85,0,0,2720.13,0,0,2720.13,738.31,18.69,4113.61,738.31,18.69,4113.61,0,0,2720.13,0,0,2720.13,0,0,2720.13,0,0,2720.13,0,0,2720.13,0,0,2740.38,0,0,2720.13,0,0,2720.13,747.83,18.93,4166.67,762.43,19.3,4247.99,757.53,19.18,4220.68,757.53,19.18,4220.68,0,0,2720.13,44052.25,29931.37,62528.65,0,0,2720.13,0,0,2740.38,737.39,18.67,4108.46,2259.46,465.96,6603.11,757.53,19.18,4220.68,3096.72,843.75,7928.82
1,0-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9,0,0,9445.9
1,12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58,0,0,5011.58
1,18-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08,0,0,5165.08
1,25-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72,0,0,6502.72
1,30-39,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3331.43,0,0,3331.43,910.12,23.04,5070.87,910.12,23.04,5070.87,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,907.54,22.98,5056.51,907.54,22.98,5056.51,907.54,22.98,5056.51,907.54,22.98,5056.51,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,1819.11,220.3,6571.25,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43,0,0,3331.43
1,40-49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2121.4,0,0,2097.23,0,0,2097.23,569.29,14.41,3171.87,569.29,14.41,3171.87,0,0,2109.24,0,0,2109.24,0,0,2109.24,0,0,2109.24,0,0,2109.24,0,0,2109.24,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,0,0,2097.23,4108.48,1651.82,8465.05,0,0,2097.23,0,0,2097.23,0,0,2097.23,569.29,14.41,3171.87,0,0,2097.23,569.29,14.41,3171.87
1,5-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184.68,29.99,6600.64,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,1184.68,29.99,6600.64,1184.68,29.99,6600.64,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38,0,0,4331.38
1,50-59,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,1872.72,0,0,1872.72,0,0,1872.72,1020.68,123.61,3687.04,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1882.29,0,0,1882.29,0,0,1882.29,0,0,1882.29,0,0,1882.29,0,0,1882.29,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,507.88,12.86,2829.71,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,7223.02,3732.24,12617.16,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72,0,0,1872.72
1,60-69,0,0,0,0,0,0,2,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,1,2,1,3,0,0,0,0,0,2382.23,0,0,2382.23,0,0,2382.23,1301.26,157.59,4700.59,0,0,2382.23,0,0,2382.23,1954.92,403.15,5713.09,2635.57,718.1,6748.1,659.15,16.69,3672.57,659.15,16.69,3672.57,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2382.23,0,0,2397.74,0,0,2397.74,648.58,16.42,3613.68,648.58,16.42,3613.68,0,0,2382.23,10422.99,5203.12,18649.61,0,0,2382.23,0,0,2382.23,645.79,16.35,3598.09,1307.85,158.39,4724.41,648.58,16.42,3613.68,1970.38,406.34,5758.3
