sex,ageband_at_study_entry,Dose,type_vax,Period,GBS_narrow_b,GBS_broad_b,ADEM_broad_b,ACUASEARTHRITIS_broad_b,DM1_narrow_b,DM1_broad_b,HF_narrow_b,HF_broad_b,CAD_narrow_b,CAD_broad_b,ARR_narrow_b,ARR_broad_b,MYOCARD_narrow_b,MYOCARD_broad_b,PERICARD_narrow_b,PERICARD_broad_b,ALI_narrow_b,ALI_broad_b,AKI_narrow_b,AKI_broad_b,MENINGOENC_broad_b,ARD_narrow_b,ARD_broad_b,MISCC_narrow_b,MISCC_broad_b,MIS_broad_b,Hemostroke_narrow_b,Hemostroke_broad_b,Ischstroke_narrow_b,Ischstroke_broad_b,Sinusthrom_narrow_b,Sinusthrom_broad_b,VTE_narrow_b,VTE_broad_b,TP_narrow_b,TP_broad_b,BP_narrow_b,BP_broad_b,CONTRDIVERTIC_b,CONTRHYPERT_b,MIS_KD_narrow_b,MIS_KD_broad_b,DEATH_b,ArterialNoTP_b,VTENoTP_b,ArterialVTENoTP_b,CVSTNoTP_b,GENCONV_narrow_b,GENCONV_broad_b,ANAPHYL_narrow_b,ANAPHYL_broad_b,IR_GBS_narrow,lb_GBS_narrow,ub_GBS_narrow,IR_GBS_broad,lb_GBS_broad,ub_GBS_broad,IR_ADEM_broad,lb_ADEM_broad,ub_ADEM_broad,IR_ACUASEARTHRITIS_broad,lb_ACUASEARTHRITIS_broad,ub_ACUASEARTHRITIS_broad,IR_DM1_narrow,lb_DM1_narrow,ub_DM1_narrow,IR_DM1_broad,lb_DM1_broad,ub_DM1_broad,IR_HF_narrow,lb_HF_narrow,ub_HF_narrow,IR_HF_broad,lb_HF_broad,ub_HF_broad,IR_CAD_narrow,lb_CAD_narrow,ub_CAD_narrow,IR_CAD_broad,lb_CAD_broad,ub_CAD_broad,IR_ARR_narrow,lb_ARR_narrow,ub_ARR_narrow,IR_ARR_broad,lb_ARR_broad,ub_ARR_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_broad,lb_MYOCARD_broad,ub_MYOCARD_broad,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_broad,lb_PERICARD_broad,ub_PERICARD_broad,IR_ALI_narrow,lb_ALI_narrow,ub_ALI_narrow,IR_ALI_broad,lb_ALI_broad,ub_ALI_broad,IR_AKI_narrow,lb_AKI_narrow,ub_AKI_narrow,IR_AKI_broad,lb_AKI_broad,ub_AKI_broad,IR_GENCONV_narrow,lb_GENCONV_narrow,ub_GENCONV_narrow,IR_GENCONV_broad,lb_GENCONV_broad,ub_GENCONV_broad,IR_MENINGOENC_broad,lb_MENINGOENC_broad,ub_MENINGOENC_broad,IR_ARD_narrow,lb_ARD_narrow,ub_ARD_narrow,IR_ARD_broad,lb_ARD_broad,ub_ARD_broad,IR_ANAPHYL_narrow,lb_ANAPHYL_narrow,ub_ANAPHYL_narrow,IR_ANAPHYL_broad,lb_ANAPHYL_broad,ub_ANAPHYL_broad,IR_MISCC_narrow,lb_MISCC_narrow,ub_MISCC_narrow,IR_MISCC_broad,lb_MISCC_broad,ub_MISCC_broad,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_Hemostroke_narrow,lb_Hemostroke_narrow,ub_Hemostroke_narrow,IR_Hemostroke_broad,lb_Hemostroke_broad,ub_Hemostroke_broad,IR_Ischstroke_narrow,lb_Ischstroke_narrow,ub_Ischstroke_narrow,IR_Ischstroke_broad,lb_Ischstroke_broad,ub_Ischstroke_broad,IR_Sinusthrom_narrow,lb_Sinusthrom_narrow,ub_Sinusthrom_narrow,IR_Sinusthrom_broad,lb_Sinusthrom_broad,ub_Sinusthrom_broad,IR_VTE_narrow,lb_VTE_narrow,ub_VTE_narrow,IR_VTE_broad,lb_VTE_broad,ub_VTE_broad,IR_TP_narrow,lb_TP_narrow,ub_TP_narrow,IR_TP_broad,lb_TP_broad,ub_TP_broad,IR_BP_narrow,lb_BP_narrow,ub_BP_narrow,IR_BP_broad,lb_BP_broad,ub_BP_broad,IR_CONTRDIVERTIC,lb_CONTRDIVERTIC,ub_CONTRDIVERTIC,IR_CONTRHYPERT,lb_CONTRHYPERT,ub_CONTRHYPERT,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_DEATH,lb_DEATH,ub_DEATH,IR_ArterialNoTP,lb_ArterialNoTP,ub_ArterialNoTP,IR_VTENoTP,lb_VTENoTP,ub_VTENoTP,IR_ArterialVTENoTP,lb_ArterialVTENoTP,ub_ArterialVTENoTP,IR_CVSTNoTP,lb_CVSTNoTP,ub_CVSTNoTP
1,60-69,2,Pfizer,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,96515.99,0,0,90366.41,0,0,90366.41,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,87207.98,105563.58,12784.24,381331.96,0,0,87207.98,0,0,87207.98,0,0,87207.98,0,0,90366.41,0,0,87207.98,0,0,90366.41,0,0,87207.98
1,70-79,1,AstraZeneca,180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,58276.96,0,0,57727.64,0,0,59017.22,0,0,57777.15,0,0,59565.13,0,0,58327.41,16204.53,410.26,90285.84,0,0,61327.41,0,0,61327.41,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,57727.64,84256.06,10203.8,304361.84,0,0,57727.64,0,0,57727.64,0,0,57727.64,0,0,58327.41,0,0,57727.64,0,0,58327.41,0,0,57727.64
1,70-79,1,J&J,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,8982421.47,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15,0,0,4990234.15
1,70-79,1,Moderna,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,1074264.71,27198.03,5985419.85,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04,0,0,2323040.04
1,70-79,1,Pfizer,180,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,987162.16,24992.78,5500115.54,961184.21,24335.08,5355375.65,961184.21,24335.08,5355375.65,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,5182166.23,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,3849609.2,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86,0,0,2749720.86
1,70-79,2,Moderna,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,811664.59,0,0,687430.21,0,0,811664.59,0,0,863694.37,0,0,863694.37,0,0,705425.77,0,0,836871.57,0,0,922851.52,0,0,922851.52,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,705425.77,0,0,705425.77,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,1259217.96,0,0,687430.21,0,0,687430.21,0,0,687430.21,0,0,705425.77,0,0,687430.21,0,0,705425.77,0,0,687430.21
1,70-79,2,Pfizer,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,268934.77,0,0,262643.9,0,0,262643.9,0,0,277806.85,0,0,277806.85,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,440060.24,11141.36,2451858.73,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9,0,0,262643.9
1,80+,1,Pfizer,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,234324.04,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,232705.22,0,0,350875.84,0,0,350875.84,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,238050.04,0,0,238050.04,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,62329.35,1578.04,347276.92,62329.35,1578.04,347276.92,0,0,231904.17,0,0,231904.17,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,229143.4,0,0,916573.62,0,0,229143.4,0,0,229143.4,62117.35,1572.68,346095.71,0,0,231904.17,0,0,229143.4,0,0,231904.17,0,0,229143.4
1,80+,2,Pfizer,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,45077.39,0,0,45077.39,0,0,45077.39,0,0,45077.39,0,0,45077.39,0,0,48852.91,0,0,46301.14,0,0,46881.11,0,0,46301.14,0,0,51017.16,0,0,48240.72,0,0,48240.72,0,0,45198.36,0,0,45198.36,0,0,45198.36,0,0,45198.36,0,0,45077.39,0,0,45077.39,0,0,45319.99,0,0,45319.99,0,0,45077.39,0,0,45077.39,0,0,45077.39,0,0,45077.39,0,0,45077.39,0,0,45077.39,0,0,45077.39,0,0,45077.39,0,0,45077.39,0,0,45719.82,0,0,45335.24,0,0,45335.24,0,0,45077.39,0,0,45719.82,0,0,45077.39,0,0,45077.39,12310.41,311.67,68589.24,12310.41,311.67,68589.24,0,0,45077.39,0,0,45077.39,0,0,45077.39,0,0,45077.39,0,0,45077.39,0,0,221241.91,0,0,45077.39,0,0,45719.82,0,0,45077.39,0,0,46301.14,12310.41,311.67,68589.24,12647.16,320.2,70465.47,0,0,45077.39
both_sexes,18-24,1,AstraZeneca,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9,0,0,935668.9
both_sexes,18-24,1,Pfizer,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92
both_sexes,18-24,2,Moderna,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3,0,0,563750.3
both_sexes,18-24,2,Pfizer,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55,0,0,155047.55
both_sexes,25-29,1,AstraZeneca,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34,0,0,311169.34
both_sexes,25-29,1,Moderna,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25
both_sexes,25-29,1,Pfizer,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61,0,0,1044467.61
both_sexes,25-29,2,Moderna,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,8421020.13,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,8421020.13,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28,0,0,6124378.28
both_sexes,25-29,2,Pfizer,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,25506.28,645.76,142111.92,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99,0,0,92221.99
both_sexes,30-39,1,AstraZeneca,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31
